Date,SeasonTag,HomeTeam,AwayTeam,Opponent,IsHome,FTHG,FTAG,ChelseaGoals,OppGoals,FTR,Target,Points,FormPoints_5,GoalsFor_5,GoalsAgainst_5,GoalDiff_5,WinRate_5,B365H,B365D,B365A,Odds_Win,Odds_Draw,Odds_Loss,ImpP_Win,ImpP_Draw,ImpP_Loss,Overround,LogOdds_Win,LogOdds_Draw,LogOdds_Loss
2020-09-26,E0 (2),West Brom,Chelsea,West Brom,0,3,3,3,3,D,Draw,1,9.0,9.0,8.0,1.0,0.6,9.0,4.75,1.36,1.36,4.75,9.0,0.6956875508543532,0.19918633034987795,0.10512611879576893,1.0569315445476435,0.3074846997479607,1.55814461804655,2.1972245773362196
2020-10-03,E0 (2),Chelsea,Crystal Palace,Crystal Palace,1,4,0,4,0,H,Win,3,7.0,11.0,11.0,0.0,0.4,1.4,4.75,8.0,1.4,4.75,8.0,0.6803939122649956,0.20053715308863027,0.11906893464637423,1.0498120300751879,0.3364722366212129,1.55814461804655,2.0794415416798357
2020-10-17,E0 (2),Chelsea,Southampton,Southampton,1,3,3,3,3,D,Draw,1,10.0,12.0,6.0,6.0,0.6,1.45,4.75,6.5,1.45,4.75,6.5,0.6543046357615894,0.1997350993377483,0.14596026490066225,1.0540276420494208,0.371563556432483,1.55814461804655,1.8718021769015913
2020-10-24,E0 (2),Man United,Chelsea,Man United,0,0,0,0,0,D,Draw,1,8.0,13.0,9.0,4.0,0.4,2.37,3.6,2.8,2.8,3.6,2.37,0.33792775665399244,0.2628326996197719,0.3992395437262357,1.056861563190677,1.0296194171811581,1.2809338454620642,0.8628899551470398
2020-10-31,E0 (2),Burnley,Chelsea,Burnley,0,0,3,3,0,A,Win,3,6.0,10.0,8.0,2.0,0.2,6.0,4.5,1.5,1.5,4.5,6.0,0.631578947368421,0.21052631578947367,0.15789473684210525,1.0555555555555556,0.4054651081081644,1.5040773967762742,1.791759469228055
2020-11-07,E0 (2),Chelsea,Sheffield United,Sheffield United,1,4,1,4,1,H,Win,3,9.0,13.0,6.0,7.0,0.4,1.36,5.0,8.5,1.36,5.0,8.5,0.6983240223463686,0.18994413407821228,0.11173184357541899,1.0529411764705883,0.3074846997479607,1.6094379124341003,2.1400661634962708
2020-11-21,E0 (2),Newcastle,Chelsea,Newcastle,0,0,2,2,0,A,Win,3,11.0,14.0,4.0,10.0,0.6,6.5,4.75,1.45,1.45,4.75,6.5,0.6543046357615894,0.1997350993377483,0.14596026490066225,1.0540276420494208,0.371563556432483,1.55814461804655,1.8718021769015913
2020-11-29,E0 (2),Chelsea,Tottenham,Tottenham,1,0,0,0,0,D,Draw,1,11.0,12.0,4.0,8.0,0.6,2.05,3.5,3.6,2.05,3.5,3.6,0.46400294605045106,0.27177315411526415,0.2642238998342846,1.0512969415408442,0.7178397931503168,1.252762968495368,1.2809338454620642
2020-12-05,E0 (2),Chelsea,Leeds,Leeds,1,3,1,3,1,H,Win,3,11.0,9.0,1.0,8.0,0.6,1.5,4.5,6.0,1.5,4.5,6.0,0.631578947368421,0.21052631578947367,0.15789473684210525,1.0555555555555556,0.4054651081081644,1.5040773967762742,1.791759469228055
2020-12-12,E0 (2),Everton,Chelsea,Everton,0,1,0,0,1,H,Loss,0,13.0,12.0,2.0,10.0,0.8,4.33,4.2,1.7,1.7,4.2,4.33,0.556367975035947,0.22519656132407379,0.21843546363997918,1.0572774144299752,0.5306282510621704,1.4350845252893227,1.4655675420143985
2020-12-15,E0 (2),Wolves,Chelsea,Wolves,0,2,1,1,2,H,Loss,0,10.0,9.0,3.0,6.0,0.6,5.25,3.8,1.66,1.66,3.8,5.25,0.5704400537557545,0.24919223400909268,0.1803677122351528,1.0560437237672495,0.5068176023684519,1.33500106673234,1.6582280766035324
2020-12-21,E0 (2),Chelsea,West Ham,West Ham,1,3,0,3,0,H,Win,3,7.0,6.0,4.0,2.0,0.4,1.44,5.0,6.25,1.44,5.0,6.25,0.6585879873551107,0.1896733403582719,0.15173867228661753,1.0544444444444443,0.36464311358790924,1.6094379124341003,1.8325814637483102
2020-12-26,E0 (2),Arsenal,Chelsea,Arsenal,0,3,1,1,3,H,Loss,0,7.0,7.0,4.0,3.0,0.4,4.0,3.6,1.9,1.9,3.6,4.0,0.49930651872399445,0.2635228848821082,0.23717059639389737,1.054093567251462,0.6418538861723947,1.2809338454620642,1.3862943611198906
2020-12-28,E0 (2),Chelsea,Aston Villa,Aston Villa,1,1,1,1,1,D,Draw,1,6.0,8.0,7.0,1.0,0.4,1.61,4.2,5.0,1.61,4.2,5.0,0.5863956215793589,0.2247849882720876,0.1888193901485536,1.0592132505175982,0.4762341789963717,1.4350845252893227,1.6094379124341003
2021-01-03,E0 (2),Chelsea,Man City,Man City,1,1,3,1,3,A,Loss,0,4.0,6.0,7.0,-1.0,0.2,3.0,3.7,2.2,3.0,3.7,2.2,0.315015479876161,0.25541795665634676,0.4295665634674923,1.058149058149058,1.0986122886681098,1.308332819650179,0.7884573603642703
2021-01-16,E0 (2),Fulham,Chelsea,Fulham,0,0,1,1,0,A,Win,3,4.0,7.0,9.0,-2.0,0.2,6.5,4.33,1.5,1.5,4.33,6.5,0.6340391980175715,0.2196440639783735,0.14631673800405498,1.0514597027299106,0.4054651081081644,1.4655675420143985,1.8718021769015913
2021-01-19,E0 (2),Leicester,Chelsea,Leicester,0,2,0,0,2,H,Loss,0,7.0,7.0,7.0,0.0,0.4,2.87,3.4,2.45,2.45,3.4,2.87,0.38846314616134875,0.27992197296920723,0.3316148808694441,1.0507129681140748,0.8960880245566357,1.2237754316221157,1.0543120297715298
2021-01-27,E0 (2),Chelsea,Wolves,Wolves,1,0,0,0,0,D,Draw,1,4.0,4.0,9.0,-5.0,0.2,1.6,4.2,5.25,1.6,4.2,5.25,0.5932203389830508,0.22598870056497172,0.18079096045197737,1.0535714285714286,0.47000362924573563,1.4350845252893227,1.6582280766035324
2021-01-31,E0 (2),Chelsea,Burnley,Burnley,1,2,0,2,0,H,Win,3,5.0,3.0,6.0,-3.0,0.2,1.33,5.0,9.5,1.33,5.0,9.5,0.7112375533428166,0.18918918918918923,0.09957325746799432,1.057142857142857,0.28517894223366247,1.6094379124341003,2.2512917986064953
2021-02-04,E0 (2),Tottenham,Chelsea,Tottenham,0,0,1,1,0,A,Win,3,7.0,4.0,5.0,-1.0,0.4,3.5,3.4,2.1,2.1,3.4,3.5,0.4509283819628648,0.2785145888594165,0.27055702917771884,1.0560224089635852,0.7419373447293773,1.2237754316221157,1.252762968495368
2021-02-07,E0 (2),Sheffield United,Chelsea,Sheffield United,0,1,2,2,1,A,Win,3,10.0,4.0,2.0,2.0,0.6,7.0,4.5,1.45,1.45,4.5,7.0,0.6538661131292164,0.21069019200830302,0.13544369486248053,1.0547345374931583,0.371563556432483,1.5040773967762742,1.9459101490553132
2021-02-15,E0 (2),Chelsea,Newcastle,Newcastle,1,2,0,2,0,H,Win,3,10.0,5.0,3.0,2.0,0.6,1.22,6.5,12.0,1.22,6.5,12.0,0.7755791985681615,0.14557024957740877,0.07885055185442974,1.0568516183270282,0.19885085874516517,1.8718021769015913,2.4849066497880004
2021-02-20,E0 (2),Southampton,Chelsea,Southampton,0,1,1,1,1,D,Draw,1,13.0,7.0,1.0,6.0,0.8,5.0,3.8,1.7,1.7,3.8,5.0,0.5594817432273262,0.2502944640753828,0.19022379269729095,1.0513931888544892,0.5306282510621704,1.33500106673234,1.6094379124341003
2021-02-28,E0 (2),Chelsea,Man United,Man United,1,0,0,0,0,D,Draw,1,13.0,8.0,2.0,6.0,0.8,2.15,3.4,3.4,2.15,3.4,3.4,0.44155844155844154,0.2792207792207792,0.2792207792207792,1.0533515731874146,0.7654678421395714,1.2237754316221157,1.2237754316221157
2021-03-04,E0 (2),Liverpool,Chelsea,Liverpool,0,0,1,1,0,A,Win,3,11.0,6.0,2.0,4.0,0.6,2.25,3.6,3.0,3.0,3.6,2.25,0.3157894736842105,0.2631578947368421,0.42105263157894735,1.0555555555555556,1.0986122886681098,1.2809338454620642,0.8109302162163288
2021-03-08,E0 (2),Chelsea,Everton,Everton,1,2,0,2,0,H,Win,3,11.0,6.0,2.0,4.0,0.6,1.53,4.0,6.5,1.53,4.0,6.5,0.6180910495661476,0.23641982645905146,0.1454891239748009,1.057440925087984,0.4252677354043441,1.3862943611198906,1.8718021769015913
2021-03-13,E0 (2),Leeds,Chelsea,Leeds,0,0,0,0,0,D,Draw,1,11.0,6.0,1.0,5.0,0.6,4.75,4.0,1.7,1.7,4.0,4.75,0.5608856088560886,0.23837638376383766,0.2007380073800738,1.0487616099071206,0.5306282510621704,1.3862943611198906,1.55814461804655
2021-04-03,E0 (2),Chelsea,West Brom,West Brom,1,2,5,2,5,A,Loss,0,9.0,4.0,1.0,3.0,0.4,1.22,6.0,15.0,1.22,6.0,15.0,0.7784120394395433,0.15827711468604044,0.06331084587441618,1.0530054644808744,0.19885085874516517,1.791759469228055,2.70805020110221
2021-04-10,E0 (2),Crystal Palace,Chelsea,Crystal Palace,0,1,4,4,1,A,Win,3,8.0,5.0,5.0,0.0,0.4,7.0,3.8,1.53,1.53,3.8,7.0,0.6168258974121139,0.2483535850106669,0.1348205175772192,1.059609808835815,0.4252677354043441,1.33500106673234,1.9459101490553132
2021-04-20,E0 (2),Chelsea,Brighton,Brighton,1,0,0,0,0,D,Draw,1,10.0,9.0,6.0,3.0,0.6,1.57,4.0,6.0,1.57,4.0,6.0,0.6045340050377834,0.23727959697732998,0.15818639798488665,1.0536093418259023,0.45107561936021673,1.3862943611198906,1.791759469228055
2021-04-24,E0 (2),West Ham,Chelsea,West Ham,0,0,1,1,0,A,Win,3,8.0,8.0,6.0,2.0,0.4,4.75,3.6,1.75,1.75,3.6,4.75,0.5392195506503745,0.2621206148994876,0.19865983445013796,1.0597326649958227,0.5596157879354227,1.2809338454620642,1.55814461804655
2021-05-01,E0 (2),Chelsea,Fulham,Fulham,1,2,0,2,0,H,Win,3,8.0,7.0,6.0,1.0,0.4,1.44,4.4,7.5,1.44,4.4,7.5,0.6582096696984203,0.215414073719483,0.1263762565820967,1.055050505050505,0.36464311358790924,1.4816045409242156,2.0149030205422647
2021-05-08,E0 (2),Man City,Chelsea,Man City,0,1,2,2,1,A,Win,3,10.0,9.0,6.0,3.0,0.6,1.9,3.4,4.2,4.2,3.4,1.9,0.22493036211699163,0.27785515320334264,0.4972144846796657,1.0585286746277458,1.4350845252893227,1.2237754316221157,0.6418538861723947
2021-05-12,E0 (2),Chelsea,Arsenal,Arsenal,1,0,1,0,1,A,Loss,0,13.0,9.0,2.0,7.0,0.8,1.65,4.0,5.0,1.65,4.0,5.0,0.5738880918220947,0.23672883787661403,0.18938307030129126,1.0560606060606061,0.5007752879124892,1.3862943611198906,1.6094379124341003
2021-05-18,E0 (2),Chelsea,Leicester,Leicester,1,2,1,2,1,H,Win,3,10.0,5.0,2.0,3.0,0.6,1.7,3.75,5.0,1.7,3.75,5.0,0.5576208178438662,0.2527881040892193,0.1895910780669145,1.0549019607843138,0.5306282510621704,1.3217558399823195,1.6094379124341003
2021-05-23,E0 (2),Aston Villa,Chelsea,Aston Villa,0,2,1,1,2,H,Loss,0,12.0,7.0,3.0,4.0,0.8,6.5,4.6,1.45,1.45,4.6,6.5,0.650070659854332,0.2049135775627786,0.14501576258288945,1.060892630607773,0.371563556432483,1.5260563034950492,1.8718021769015913
2021-08-14,E0 (3),Chelsea,Crystal Palace,Crystal Palace,1,3,0,3,0,H,Win,3,9.0,7.0,5.0,2.0,0.6,1.25,5.75,13.0,1.25,5.75,13.0,0.7612985359643539,0.16549968173138127,0.0732017823042648,1.050836120401338,0.22314355131420976,1.749199854809259,2.5649493574615367
2021-08-22,E0 (3),Arsenal,Chelsea,Arsenal,0,0,2,2,0,A,Win,3,9.0,8.0,5.0,3.0,0.6,4.75,3.75,1.72,1.72,3.75,4.75,0.5492176057966546,0.2519078085253989,0.19887458567794647,1.0585883312933497,0.5423242908253617,1.3217558399823195,1.55814461804655
2021-08-28,E0 (3),Liverpool,Chelsea,Liverpool,0,1,1,1,1,D,Draw,1,9.0,8.0,4.0,4.0,0.6,2.45,3.3,2.9,2.9,3.3,2.45,0.32653473344103395,0.28695476575121165,0.3865105008077544,1.056021154543322,1.0647107369924282,1.1939224684724346,0.8960880245566357
2021-09-11,E0 (3),Chelsea,Aston Villa,Aston Villa,1,3,0,3,0,H,Win,3,10.0,9.0,4.0,5.0,0.6,1.28,5.5,11.0,1.28,5.5,11.0,0.7412398921832885,0.1725067385444744,0.0862533692722372,1.0539772727272727,0.2468600779315258,1.7047480922384253,2.3978952727983707
2021-09-19,E0 (3),Tottenham,Chelsea,Tottenham,0,0,3,3,0,A,Win,3,10.0,10.0,3.0,7.0,0.6,5.0,3.8,1.7,1.7,3.8,5.0,0.5594817432273262,0.2502944640753828,0.19022379269729095,1.0513931888544892,0.5306282510621704,1.33500106673234,1.6094379124341003
2021-09-25,E0 (3),Chelsea,Man City,Man City,1,0,1,0,1,A,Loss,0,13.0,12.0,1.0,11.0,0.8,2.62,3.2,2.75,2.62,3.2,2.75,0.3608184017384886,0.2954200664233876,0.34376153183812375,1.0578157529493408,0.9631743177730056,1.1631508098056809,1.0116009116784799
2021-10-02,E0 (3),Chelsea,Southampton,Southampton,1,3,1,3,1,H,Win,3,10.0,9.0,2.0,7.0,0.6,1.36,4.75,9.0,1.36,4.75,9.0,0.6956875508543532,0.19918633034987795,0.10512611879576893,1.0569315445476435,0.3074846997479607,1.55814461804655,2.1972245773362196
2021-10-16,E0 (3),Brentford,Chelsea,Brentford,0,0,1,1,0,A,Win,3,10.0,10.0,3.0,7.0,0.6,6.5,3.8,1.57,1.57,3.8,6.5,0.6043404859191113,0.24968804286658017,0.14597147121430842,1.0539467237422318,0.45107561936021673,1.33500106673234,1.8718021769015913
2021-10-23,E0 (3),Chelsea,Norwich,Norwich,1,7,0,7,0,H,Win,3,12.0,10.0,2.0,8.0,0.8,1.18,7.0,15.0,1.18,7.0,15.0,0.8017715332926084,0.13515577275503968,0.06307269395235185,1.0569814366424537,0.16551443847757333,1.9459101490553132,2.70805020110221
2021-10-30,E0 (3),Newcastle,Chelsea,Newcastle,0,0,3,3,0,A,Win,3,12.0,14.0,2.0,12.0,0.8,8.5,5.0,1.36,1.36,5.0,8.5,0.6983240223463686,0.18994413407821228,0.11173184357541899,1.0529411764705883,0.3074846997479607,1.6094379124341003,2.1400661634962708
2021-11-06,E0 (3),Chelsea,Burnley,Burnley,1,1,1,1,1,D,Draw,1,12.0,14.0,2.0,12.0,0.8,1.25,6.0,12.0,1.25,6.0,12.0,0.7619047619047619,0.15873015873015872,0.07936507936507936,1.05,0.22314355131420976,1.791759469228055,2.4849066497880004
2021-11-20,E0 (3),Leicester,Chelsea,Leicester,0,0,3,3,0,A,Win,3,13.0,15.0,2.0,13.0,0.8,4.75,3.75,1.75,1.75,3.75,4.75,0.5449330783938815,0.25430210325047803,0.20076481835564056,1.0486215538847117,0.5596157879354227,1.3217558399823195,1.55814461804655
2021-11-28,E0 (3),Chelsea,Man United,Man United,1,1,1,1,1,D,Draw,1,13.0,15.0,1.0,14.0,0.8,1.57,4.0,6.0,1.57,4.0,6.0,0.6045340050377834,0.23727959697732998,0.15818639798488665,1.0536093418259023,0.45107561936021673,1.3862943611198906,1.791759469228055
2021-12-01,E0 (3),Watford,Chelsea,Watford,0,1,2,2,1,A,Win,3,11.0,15.0,2.0,13.0,0.6,10.0,5.25,1.3,1.3,5.25,10.0,0.7258900795022467,0.1797442101624611,0.09436571033529209,1.0597069597069597,0.26236426446749106,1.6582280766035324,2.302585092994046
2021-12-04,E0 (3),West Ham,Chelsea,West Ham,0,3,2,2,3,H,Loss,0,11.0,10.0,3.0,7.0,0.6,4.75,3.6,1.75,1.75,3.6,4.75,0.5392195506503745,0.2621206148994876,0.19865983445013796,1.0597326649958227,0.5596157879354227,1.2809338454620642,1.55814461804655
2021-12-11,E0 (3),Chelsea,Leeds,Leeds,1,3,2,3,2,H,Win,3,8.0,9.0,6.0,3.0,0.4,1.25,5.75,12.0,1.25,5.75,12.0,0.7566826593557231,0.1644962302947224,0.07882111034955448,1.0572463768115943,0.22314355131420976,1.749199854809259,2.4849066497880004
2021-12-16,E0 (3),Chelsea,Everton,Everton,1,1,1,1,1,D,Draw,1,10.0,11.0,7.0,4.0,0.6,1.22,6.5,13.0,1.22,6.5,13.0,0.78031212484994,0.14645858343337334,0.07322929171668667,1.0504413619167718,0.19885085874516517,1.8718021769015913,2.5649493574615367
2021-12-19,E0 (3),Wolves,Chelsea,Wolves,0,0,0,0,0,D,Draw,1,8.0,9.0,8.0,1.0,0.4,7.0,4.2,1.5,1.5,4.2,7.0,0.6363636363636365,0.2272727272727273,0.13636363636363638,1.0476190476190474,0.4054651081081644,1.4350845252893227,1.9459101490553132
2021-12-26,E0 (3),Aston Villa,Chelsea,Aston Villa,0,1,3,3,1,A,Win,3,8.0,8.0,7.0,1.0,0.4,5.25,3.8,1.65,1.65,3.8,5.25,0.571920017200602,0.24833369167920874,0.1797462911201892,1.0596946912736387,0.5007752879124892,1.33500106673234,1.6582280766035324
2021-12-29,E0 (3),Chelsea,Brighton,Brighton,1,1,1,1,1,D,Draw,1,8.0,9.0,7.0,2.0,0.4,1.4,4.5,7.5,1.4,4.5,7.5,0.6676557863501484,0.20771513353115725,0.12462908011869436,1.0698412698412698,0.3364722366212129,1.5040773967762742,2.0149030205422647
2022-01-02,E0 (3),Chelsea,Liverpool,Liverpool,1,2,2,2,2,D,Draw,1,9.0,8.0,5.0,3.0,0.4,3.1,3.5,2.25,3.1,3.5,2.25,0.306420233463035,0.2714007782101167,0.42217898832684825,1.0527393753200205,1.1314021114911006,1.252762968495368,0.8109302162163288
2022-01-15,E0 (3),Man City,Chelsea,Man City,0,1,0,0,1,H,Loss,0,7.0,7.0,5.0,2.0,0.2,1.65,4.0,5.0,5.0,4.0,1.65,0.18938307030129126,0.23672883787661403,0.5738880918220947,1.0560606060606061,1.6094379124341003,1.3862943611198906,0.5007752879124892
2022-01-18,E0 (3),Brighton,Chelsea,Brighton,0,1,1,1,1,D,Draw,1,6.0,6.0,5.0,1.0,0.2,4.75,3.75,1.72,1.72,3.75,4.75,0.5492176057966546,0.2519078085253989,0.19887458567794647,1.0585883312933497,0.5423242908253617,1.3217558399823195,1.55814461804655
2022-01-23,E0 (3),Chelsea,Tottenham,Tottenham,1,2,0,2,0,H,Win,3,6.0,7.0,6.0,1.0,0.2,1.61,4.2,5.0,1.61,4.2,5.0,0.5863956215793589,0.2247849882720876,0.1888193901485536,1.0592132505175982,0.4762341789963717,1.4350845252893227,1.6094379124341003
2022-02-19,E0 (3),Crystal Palace,Chelsea,Crystal Palace,0,0,1,1,0,A,Win,3,6.0,6.0,5.0,1.0,0.2,5.5,3.8,1.65,1.65,3.8,5.5,0.5766312594840667,0.25037936267071315,0.17298937784522,1.05103668261563,0.5007752879124892,1.33500106673234,1.7047480922384253
2022-03-05,E0 (3),Burnley,Chelsea,Burnley,0,0,4,4,0,A,Win,3,8.0,6.0,4.0,2.0,0.4,6.5,4.33,1.5,1.5,4.33,6.5,0.6340391980175715,0.2196440639783735,0.14631673800405498,1.0514597027299106,0.4054651081081644,1.4655675420143985,1.8718021769015913
2022-03-10,E0 (3),Norwich,Chelsea,Norwich,0,1,3,3,1,A,Win,3,10.0,8.0,2.0,6.0,0.6,11.0,4.75,1.3,1.3,4.75,11.0,0.7184599518734961,0.19663114472327262,0.08490890340323137,1.0706661759293337,0.26236426446749106,1.55814461804655,2.3978952727983707
2022-03-13,E0 (3),Chelsea,Newcastle,Newcastle,1,1,0,1,0,H,Win,3,13.0,11.0,2.0,9.0,0.8,1.3,5.25,11.0,1.3,5.25,11.0,0.7321711568938194,0.18129952456418386,0.08652931854199684,1.0506160506160505,0.26236426446749106,1.6582280766035324,2.3978952727983707
2022-04-02,E0 (3),Chelsea,Brentford,Brentford,1,1,4,1,4,A,Loss,0,15.0,11.0,1.0,10.0,1.0,1.33,5.0,10.0,1.33,5.0,10.0,0.7147962830593281,0.1901358112937813,0.09506790564689065,1.0518796992481203,0.28517894223366247,1.6094379124341003,2.302585092994046
2022-04-09,E0 (3),Southampton,Chelsea,Southampton,0,0,6,6,0,A,Win,3,12.0,10.0,5.0,5.0,0.8,3.8,3.6,1.95,1.95,3.6,3.8,0.4866595517609392,0.26360725720384204,0.24973319103521877,1.0537561853351327,0.6678293725756554,1.2809338454620642,1.33500106673234
2022-04-20,E0 (3),Chelsea,Arsenal,Arsenal,1,2,4,2,4,A,Loss,0,12.0,15.0,5.0,10.0,0.8,1.83,3.6,4.33,1.83,3.6,4.33,0.517875474669351,0.2632533662902535,0.2188711590403955,1.0551727474265618,0.6043159668533296,1.2809338454620642,1.4655675420143985
2022-04-24,E0 (3),Chelsea,West Ham,West Ham,1,1,0,1,0,H,Win,3,9.0,13.0,9.0,4.0,0.6,1.5,4.33,6.5,1.5,4.33,6.5,0.6340391980175715,0.2196440639783735,0.14631673800405498,1.0514597027299106,0.4054651081081644,1.4655675420143985,1.8718021769015913
2022-04-28,E0 (3),Man United,Chelsea,Man United,0,1,1,1,1,D,Draw,1,9.0,11.0,8.0,3.0,0.6,3.2,3.4,2.25,2.25,3.4,3.2,0.42285270112708895,0.27982899339292655,0.29731830547998445,1.051062091503268,0.8109302162163288,1.2237754316221157,1.1631508098056809
2022-05-01,E0 (3),Everton,Chelsea,Everton,0,1,0,0,1,H,Loss,0,7.0,11.0,9.0,2.0,0.4,5.0,3.6,1.75,1.75,3.6,5.0,0.5446293494704992,0.264750378214826,0.19062027231467474,1.0492063492063493,0.5596157879354227,1.2809338454620642,1.6094379124341003
2022-05-07,E0 (3),Chelsea,Wolves,Wolves,1,2,2,2,2,D,Draw,1,7.0,10.0,6.0,4.0,0.4,1.33,5.0,9.5,1.33,5.0,9.5,0.7112375533428166,0.18918918918918923,0.09957325746799432,1.057142857142857,0.28517894223366247,1.6094379124341003,2.2512917986064953
2022-05-11,E0 (3),Leeds,Chelsea,Leeds,0,0,3,3,0,A,Win,3,5.0,6.0,8.0,-2.0,0.2,4.75,4.2,1.65,1.65,4.2,4.75,0.5746381507885073,0.22575070209548498,0.19961114711600778,1.0546821599453178,0.5007752879124892,1.4350845252893227,1.55814461804655
2022-05-19,E0 (3),Chelsea,Leicester,Leicester,1,1,1,1,1,D,Draw,1,8.0,7.0,4.0,3.0,0.4,1.4,4.75,8.0,1.4,4.75,8.0,0.6803939122649956,0.20053715308863027,0.11906893464637423,1.0498120300751879,0.3364722366212129,1.55814461804655,2.0794415416798357
2022-05-22,E0 (3),Chelsea,Watford,Watford,1,2,1,2,1,H,Win,3,6.0,7.0,5.0,2.0,0.2,1.18,7.5,15.0,1.18,7.5,15.0,0.8090614886731391,0.12729234088457386,0.06364617044228693,1.0474576271186442,0.16551443847757333,2.0149030205422647,2.70805020110221
2022-08-06,E0 (4),Everton,Chelsea,Everton,0,0,1,1,0,A,Win,3,8.0,8.0,5.0,3.0,0.4,5.5,4.0,1.61,1.61,4.0,5.5,0.5898914063547392,0.23743129105778257,0.17267730258747824,1.052936194240542,0.4762341789963717,1.3862943611198906,1.7047480922384253
